Dam_ID,start,end,duration,cumulative_intensity,mean_intensity,max_intensity,drought_id
1740,1999-05-21,1999-06-11,22,56.141,201.881,196.66,210
1740,2000-11-20,2000-11-24,5,23.05,101.998,97.634,218
1740,2000-11-26,2000-12-01,6,35.637,89.523,86.806,220
1740,2000-12-25,2000-12-29,5,6.978,85.576,84.277,222
1740,2001-04-30,2001-05-04,5,5.607,162.998,162.064,230
1740,2001-05-07,2001-06-19,44,583.157,184.645,165.29,232
1740,2001-11-14,2001-11-26,13,137.385,99.734,89.203,236
1740,2005-09-23,2005-09-30,8,23.188,202.616,199.62,260
1740,2006-05-14,2006-05-18,5,11.791,186.795,184.725,272
1740,2006-11-10,2006-11-15,6,33.651,116.95,110.587,278
1740,2006-11-24,2006-12-02,9,59.838,91.291,87.27,280
1740,2006-12-08,2006-12-14,7,1.853,86.707,86.574,282
1740,2008-11-27,2008-12-08,12,32.326,87.816,86.036,298
1740,2009-11-13,2009-12-02,20,277.164,92.399,87.695,308
1740,2010-01-04,2010-01-08,5,0.595,86.853,86.652,310
1740,2010-04-16,2010-04-20,5,5.045,137.476,136.54,314
1740,2010-04-23,2010-05-01,9,56.382,147.871,139.466,316
1740,2010-12-05,2010-12-15,11,2.127,86.778,86.536,322
1740,2012-01-06,2012-01-10,5,1.948,86.582,86.342,328
1740,2012-04-29,2012-07-31,94,981.338,188.668,155.271,330
1740,2013-11-28,2013-12-04,7,36.062,87.885,86.652,348
1740,2013-12-16,2013-12-20,5,2.103,86.551,86.226,350
1740,2014-01-20,2014-02-01,13,5.784,86.527,86.226,354
1740,2014-11-21,2014-12-02,12,67.082,94.516,87.154,366
1740,2015-01-07,2015-01-20,14,4.365,86.66,86.381,378
1740,2015-11-24,2015-11-30,7,39.213,93.045,88.546,392
1740,2016-11-26,2016-12-06,11,33.987,88.513,86.381,410
1740,2017-03-10,2017-03-15,6,1.533,86.716,86.304,422
1740,2017-11-20,2017-12-18,29,101.017,89.601,86.458,430
1740,2019-11-14,2019-11-18,5,22.264,113.989,110.542,442
1741,1980-08-09,1980-09-22,45,212.486,290.518,285.184,4
1741,1980-11-29,1980-12-09,11,25.224,201.865,200.508,6
1741,1980-12-14,1980-12-25,12,8.129,202.097,201.337,8
1741,1981-01-12,1981-01-28,17,8.427,202.279,201.918,10
1741,1981-02-27,1981-03-06,8,33.553,205.053,201.337,14
1741,1981-03-19,1981-03-23,5,10.687,227.604,226.248,18
1741,1981-03-26,1981-03-31,6,22.346,234.466,231.971,20
1741,1981-09-15,1981-11-25,72,1850.636,227.873,199.94,24
1741,1982-03-04,1982-03-15,12,123.82,205.908,202.664,26
1741,1982-03-27,1982-03-31,5,30.085,232.174,229.594,28
1741,1982-04-05,1982-05-22,48,340.671,268.598,240.082,32
1741,1983-01-04,1983-01-11,8,6.356,201.98,201.006,34
1741,1983-01-16,1983-01-20,5,2.542,202.266,201.752,36
1741,1983-02-17,1983-02-24,8,10.088,201.513,200.757,40
1741,1983-02-26,1983-04-08,42,523.997,213.943,203.244,42
1741,1983-08-15,1983-09-23,40,184.046,290.555,284.791,44
1741,1983-12-17,1983-12-21,5,8.761,201.022,200.508,50
1741,1984-01-04,1984-01-23,20,47.428,200.403,199.372,52
1741,1984-03-01,1984-03-19,19,243.959,204.768,197.505,56
1741,1985-02-26,1985-04-06,40,374.865,216.02,199.697,60
1741,1985-04-09,1985-04-14,6,17.265,253.067,250.432,62
1741,1985-04-16,1985-04-27,12,85.691,261.593,257.927,64
1741,1985-05-07,1985-05-22,16,81.643,288.759,286.168,68
1741,1985-12-21,1986-01-24,35,72.907,200.691,198.885,70
1741,1986-03-03,1986-03-12,10,102.535,203.451,201.254,72
1741,1986-04-09,1986-06-06,59,1119.803,263.802,248.97,76
1741,1986-08-22,1986-09-16,26,72.662,293.115,290.988,78
1741,1986-12-30,1987-01-18,20,36.607,200.944,200.265,80
1741,1988-01-10,1988-01-17,8,12.823,201.172,200.508,86
1741,1988-06-24,1988-07-20,27,93.361,292.452,289.906,88
1741,1988-08-02,1988-09-15,45,106.182,293.55,289.808,90
1741,1989-11-23,1989-11-29,7,43.286,204.572,199.697,92
1741,1989-12-09,1989-12-29,21,36.887,201.018,200.346,94
1741,1991-08-06,1991-09-23,49,124.269,292.758,288.529,100
1741,1992-02-01,1992-02-07,7,5.415,202.001,201.669,108
1741,1993-02-08,1993-02-12,5,4.449,201.885,201.006,114
1741,1993-03-10,1993-03-17,8,105.642,206.68,202.166,118
1741,1993-03-19,1993-03-23,5,28.235,224.094,221.924,120
1741,1994-11-23,1994-11-27,5,20.139,207.891,204.405,132
1741,1994-12-19,1995-01-05,18,21.138,201.6,200.674,140
1741,1995-02-10,1995-02-14,5,4.947,201.785,201.172,142
1741,1995-02-27,1995-03-06,8,44.869,203.638,201.669,144
1741,1995-09-03,1995-09-16,14,29.224,293.822,292.691,146
1741,1995-11-27,1995-12-18,22,45.551,202.087,200.923,150
1741,1995-12-23,1995-12-28,6,4.643,202,201.337,152
1741,1996-01-07,1996-01-12,6,4.891,201.959,201.586,154
1741,1996-02-23,1996-03-05,12,55.65,202.85,201.918,158
1741,1996-03-18,1996-03-27,10,55.509,226.725,220.197,160
1741,1997-01-12,1997-01-16,5,5.195,201.735,201.089,164
1741,1997-12-05,1997-12-09,5,5.112,201.752,201.006,176
1741,1997-12-18,1997-12-23,6,4.228,202.07,201.752,178
1741,1997-12-31,1998-01-04,5,3.039,202.167,201.752,180
1741,1998-02-24,1998-03-09,14,92.37,202.689,201.006,184
1741,1998-03-11,1998-03-20,10,121.937,210.406,205.482,186
1741,1998-09-07,1998-09-16,10,20.46,293.864,292.39,188
1741,1998-11-14,1998-12-06,23,106.891,207.48,201.089,192
1741,1998-12-28,1999-01-01,5,4.698,201.835,201.172,196
1741,1999-02-20,1999-03-01,10,13.028,203.385,201.669,198
1741,1999-03-10,1999-03-14,5,42.846,210.202,203.161,200
1741,1999-03-19,1999-04-28,41,361.123,242.282,221.838,202
1741,1999-08-02,1999-09-30,60,394.752,287.339,279.994,204
1741,2000-12-09,2000-12-13,5,4.202,201.934,201.42,208
1741,2000-12-29,2001-01-15,18,13.017,202.051,201.503,210
1741,2001-03-04,2001-03-21,18,194.386,208.599,201.752,214
1741,2002-02-26,2002-03-17,20,189.481,204.704,202.166,218
1741,2002-09-12,2002-09-16,5,2.058,295.498,295.297,220
1741,2007-08-16,2007-09-23,39,111.723,292.272,289.119,222
1741,2008-07-17,2008-09-29,75,329.896,289.918,280.67,224
1741,2009-10-02,2009-10-30,29,627.843,237.221,231.355,226
1741,2010-04-16,2010-04-30,15,103.809,263.447,259.136,230
1741,2011-08-29,2011-09-04,7,5.689,295.097,294.495,232
1741,2014-12-13,2014-12-23,11,14.068,201.495,200.923,242
1741,2014-12-27,2015-01-03,8,5.527,202.083,201.42,244
1741,2015-01-06,2015-01-12,7,12.794,200.947,200.508,246
1741,2015-01-16,2015-01-22,7,3.426,202.285,201.337,248
1741,2015-02-04,2015-02-09,6,7.457,201.531,200.346,252
1741,2015-02-13,2015-02-20,8,11.079,201.39,200.346,254
1744,1980-06-21,1980-07-01,11,0.155,28.01,28.01,2
1744,1980-07-17,1980-08-04,19,0.62,27.991,27.922,4
1744,1981-08-03,1981-10-07,66,34.91,26.813,25.042,8
1744,1981-11-01,1981-11-11,11,6.966,21.292,21.265,10
1744,1982-03-24,1982-06-10,79,171.265,22.463,20.154,12
1744,1982-07-08,1982-07-22,15,1.173,27.946,27.836,18
1744,1983-06-14,1983-07-04,21,2.65,27.898,27.663,26
1744,1983-07-12,1983-09-16,67,41.99,27.33,26.462,28
1744,1983-09-18,1983-09-23,6,1.76,26.49,26.462,30
1744,1984-08-16,1984-09-02,18,0.918,27.971,27.836,34
1744,1986-04-16,1986-05-18,33,39.001,23.548,22.719,46
1744,1986-05-21,1986-07-12,53,22.298,27.399,26.377,48
1744,1986-08-03,1986-08-16,14,0.373,27.997,27.922,52
1744,1987-07-20,1987-09-09,52,9.881,27.829,27.49,60
1744,1988-03-18,1988-04-09,23,13.84,20.657,20.227,64
1744,1988-04-22,1988-04-26,5,0.574,23.97,23.825,66
1744,1988-04-29,1988-05-10,12,5.502,24.683,24.147,68
1744,1988-05-13,1988-10-20,161,259.226,25.665,23.428,70
1744,1989-01-03,1989-01-11,9,9.541,18.938,18.444,72
1744,1991-10-10,1991-10-14,5,1.418,24.372,24.066,82
1744,1991-10-17,1991-11-21,36,21.078,21.565,20.154,84
1744,1992-11-06,1992-11-10,5,1.367,21.386,21.115,92
1744,1992-11-12,1992-11-21,10,2.693,20.418,20.154,94
1744,1995-07-20,1995-09-16,59,20.772,27.595,27.144,112
1744,1997-04-04,1997-05-25,52,100.452,22.501,20.081,114
1744,1998-09-04,1998-09-09,6,0.83,27.85,27.749,132
1744,1998-10-24,1998-10-28,5,1.652,22.813,22.564,136
1744,1998-10-31,1998-11-04,5,1.386,22.115,21.947,138
1744,1998-11-07,1998-11-11,5,0.992,21.461,21.265,140
1744,1999-08-06,1999-09-16,42,14.106,27.581,26.973,146
1744,2000-12-05,2000-12-13,9,0.859,19.902,19.863,148
1744,2005-03-10,2005-03-14,5,0.319,19.934,19.934,170
1744,2005-12-01,2005-12-08,8,0.511,19.934,19.934,172
1744,2005-12-10,2005-12-15,6,0.383,19.934,19.934,174
1744,2005-12-17,2005-12-27,11,0.703,19.934,19.934,176
1744,2006-01-07,2006-01-11,5,0.319,19.934,19.934,180
1744,2006-12-15,2006-12-21,7,0.447,19.934,19.934,194
1744,2007-08-20,2007-09-09,21,3.527,27.844,27.663,208
1744,2008-12-02,2008-12-09,8,0.511,19.934,19.934,216
1744,2009-12-30,2010-01-15,17,1.37,19.917,19.863,226
1744,2010-12-06,2010-12-10,5,0.319,19.934,19.934,230
1744,2011-01-12,2011-01-16,5,0.319,19.934,19.934,232
1744,2011-02-08,2011-02-12,5,0.319,19.934,19.934,236
1744,2012-12-01,2012-12-05,5,0.319,19.934,19.934,248
1744,2013-03-26,2013-04-16,22,18.269,21.079,20.154,256
1744,2014-01-28,2014-02-01,5,0.319,19.934,19.934,266
1744,2016-04-22,2016-04-26,5,0.494,23.986,23.905,270
1744,2017-12-14,2017-12-18,5,0.319,19.934,19.934,280
1752,1980-08-21,1980-08-25,5,24.175,913.3,906.822,4
1752,1981-02-21,1981-02-25,5,97.999,750.06,741.164,26
1752,1981-08-01,1981-08-06,6,88.179,962.555,953.307,30
1752,1981-12-28,1982-01-02,6,99.164,753.132,739.525,44
1752,1982-01-13,1982-01-19,7,170.499,745.303,718.509,46
1752,1982-02-21,1982-02-26,6,63.64,759.053,736.785,52
1752,1982-03-04,1982-03-13,10,125.069,757.153,747.134,54
1752,1982-03-19,1982-03-24,6,133.931,763.188,754.278,56
1752,1982-11-21,1982-11-28,8,149.256,751.003,729.714,84
1752,1983-02-06,1983-02-10,5,68.417,755.976,750.951,98
1752,1983-02-15,1983-02-27,13,236.828,751.442,732.993,100
1752,1983-03-13,1983-03-31,19,351.913,770.764,744.957,102
1752,1984-01-03,1984-01-14,12,180.981,754.578,737.886,124
1752,1984-01-16,1984-01-21,6,67.432,758.421,749.874,126
1752,1984-01-30,1984-02-03,5,66.755,756.309,752.052,130
1752,1984-02-18,1984-02-22,5,67.733,756.113,747.134,136
1752,1984-03-18,1984-03-23,6,68.657,774.067,769.471,146
1752,1984-07-31,1984-08-05,6,102.784,960.12,950.004,152
1752,1984-08-14,1984-08-18,5,90.626,922.911,911.348,156
1752,1985-08-19,1985-08-23,5,43.161,914.083,903.568,206
1752,1985-08-27,1985-09-02,7,125.23,875.61,865.646,208
1752,1985-09-09,1985-09-16,8,100.633,831.281,821.192,210
1752,1986-04-06,1986-04-10,5,40.766,843.563,822.366,244
1752,1986-07-31,1986-08-06,7,77.645,966.598,954.652,250
1752,1987-01-19,1987-01-27,9,148.71,753.136,739.525,268
1752,1987-03-19,1987-04-06,19,405.212,789.009,755.403,284
1752,1987-08-08,1987-08-12,5,56.042,950.659,941.367,292
1752,1987-08-21,1987-09-02,13,238.151,886.551,875.652,296
1752,1987-09-05,1987-09-10,6,74.655,850.547,839.761,298
1752,1988-06-12,1988-06-23,12,122.064,1017.507,1008.795,302
1752,1988-06-25,1988-07-07,13,227.788,1009.696,1005.321,304
1752,1989-07-16,1989-08-12,28,424.453,971.7,938.04,308
1752,1989-08-14,1989-08-19,6,93.084,925.522,918.492,310
1752,1989-10-10,1989-10-16,7,73.908,759.101,754.841,318
1752,1989-10-29,1989-11-03,6,34.331,763.938,757.654,320
1752,1989-11-25,1989-12-26,32,813.668,744.232,720.099,326
1752,1990-01-15,1990-01-19,5,88.211,752.017,740.602,332
1752,1990-01-24,1990-01-28,5,52.148,759.23,752.59,334
1752,1990-03-08,1990-03-15,8,106.442,756.354,746.596,338
1752,1990-03-26,1990-03-30,5,97.831,793.751,783.637,342
1752,1990-08-21,1990-08-27,7,58.818,906.213,887.053,350
1752,1991-12-23,1991-12-27,5,45.64,760.532,742.779,370
1752,1992-01-08,1992-01-14,7,133.017,750.657,717.457,376
1752,1992-01-27,1992-02-01,6,53.29,760.778,747.134,380
1752,1992-03-30,1992-04-03,5,139.705,801.937,785.961,394
1752,1992-08-17,1992-09-01,16,428.773,883.422,832.568,400
1752,1992-11-20,1992-11-26,7,129.468,751.164,734.608,408
1752,1992-12-13,1992-12-23,11,225.467,749.163,738.424,414
1752,1993-01-18,1993-01-22,5,21.762,765.307,763.844,418
1752,1993-01-31,1993-02-05,6,106.993,751.827,740.602,422
1752,1993-03-09,1993-03-15,7,206.684,740.133,710.607,428
1752,1993-03-20,1993-03-24,5,95.386,766.432,758.217,432
1752,1993-07-07,1993-07-16,10,415.342,977.792,941.367,434
1752,1994-01-02,1994-01-06,5,99.368,749.786,735.17,442
1752,1994-07-04,1994-07-08,5,65.483,1012.563,996.44,446
1752,1994-07-10,1994-07-15,6,99.831,1002.34,980.831,448
1752,1994-12-19,1994-12-23,5,79.281,753.803,739.525,462
1752,1995-01-25,1995-02-13,20,462.819,746.519,721.665,468
1752,1995-02-26,1995-03-03,6,165.759,742.033,725.36,470
1752,1995-03-17,1995-04-14,29,676.408,798.228,740.602,476
1752,1996-01-27,1996-01-31,5,212.889,727.082,686.777,488
1752,1997-02-12,1997-02-24,13,164.557,757.001,744.957,514
1752,1997-07-27,1997-08-12,17,295.956,958.109,941.367,520
1752,1997-08-21,1997-08-28,8,102.231,899.198,883.261,524
1752,1997-11-04,1997-11-11,8,88.434,758.605,749.874,534
1752,1997-12-18,1997-12-23,6,11.822,767.689,763.844,548
1752,1998-01-30,1998-02-04,6,154.04,743.986,725.36,554
1752,1998-02-28,1998-03-04,5,65.556,756.548,749.874,558
1752,1998-03-15,1998-03-22,8,140.456,760.028,742.779,560
1752,1998-03-31,1998-04-04,5,176.968,794.485,779.6,566
1752,1998-11-03,1998-11-08,6,60.213,759.624,752.59,580
1752,1998-12-21,1998-12-29,9,141.762,753.908,747.134,586
1752,1999-02-08,1999-02-13,6,76.656,756.884,744.418,588
1752,1999-03-23,1999-03-28,6,130.354,777.688,758.217,594
1752,1999-07-19,1999-07-29,11,97.173,992.02,981.516,600
1752,1999-07-31,1999-09-08,40,663.194,910.637,845.927,602
1752,1999-11-10,1999-11-16,7,35.081,764.648,755.403,606
1752,1999-12-19,1999-12-24,6,87.91,755.008,744.418,616
1752,2000-03-09,2000-03-13,5,48.773,759.905,752.59,628
1752,2000-07-23,2000-07-27,5,76.579,980.831,967.937,632
1752,2000-08-06,2000-08-25,20,607.107,908.915,876.925,636
1752,2000-08-27,2000-09-01,6,108.629,875.396,861.34,638
1752,2000-09-03,2000-09-08,6,33.817,861.854,852.092,640
1752,2001-03-02,2001-03-06,5,103.869,748.886,733.531,658
1752,2001-12-22,2001-12-26,5,29.077,763.844,761.031,666
1752,2002-02-01,2002-02-06,6,68.117,758.307,736.247,672
1752,2002-04-05,2002-04-10,6,239.508,809.999,792.347,680
1752,2002-08-08,2002-08-12,5,72.63,947.342,941.367,688
1752,2002-08-28,2002-09-02,6,64.59,882.735,873.744,694
1752,2003-01-21,2003-01-29,9,154.998,752.438,730.815,704
1752,2003-03-24,2003-03-28,5,43.219,793.55,777.912,714
1752,2003-12-10,2003-12-18,9,116.318,756.735,744.418,732
1752,2005-08-03,2005-08-12,10,110.948,956.311,944.67,768
1752,2007-06-19,2007-06-25,7,31.004,1024.631,1019.193,814
1752,2007-07-08,2007-08-12,36,1088.5,963.946,931.459,818
1752,2008-09-26,2008-10-02,7,77.021,767.461,761.031,828
1752,2012-04-24,2012-07-16,84,3830.392,952.883,870.588,868
1752,2016-03-23,2016-03-27,5,96.873,782.82,755.403,898
1752,2016-09-05,2016-09-11,7,88.007,843.344,830.758,902
1752,2016-10-07,2016-10-31,25,203.591,761.516,738.962,906
1752,2017-08-01,2017-08-05,5,64.988,967.33,954.628,924
1752,2017-09-04,2017-09-09,6,256.015,824.821,798.145,930
1752,2018-03-26,2018-04-06,12,259.841,803.165,777.912,952
1752,2018-07-22,2018-08-07,17,233.433,972.63,944.67,954
1752,2018-08-21,2018-08-29,9,74.499,901.646,886.417,962
1753,1980-04-01,1983-05-18,1143,953038.365,1580.607,1184.19,1
1753,1983-05-29,1984-05-03,341,278110.343,1561.392,1338.819,3
1753,1984-05-19,1989-01-13,1701,1430353.183,1558.192,1314.088,5
1753,1989-01-18,1990-12-22,704,550630.858,1633.989,1337.573,7
1753,1991-01-05,1991-02-19,46,29221.677,1514.354,1329.744,9
1753,1991-02-27,1991-12-02,279,236483.087,1645.685,1365.919,11
1753,1991-12-12,1994-04-18,859,673557.763,1599.273,1335.113,13
1753,1994-04-23,1997-03-05,1048,823441.261,1610.784,1329.366,15
1753,1997-03-20,2020-03-31,8413,9336007.108,1293.277,1060.859,17
1754,1980-10-03,1981-05-19,229,5037.176,403.11,370.215,6
1754,1987-12-17,1987-12-24,8,9.865,403.55,403.342,18
1754,1988-04-01,1988-04-05,5,5.095,444.659,443.759,22
1754,1988-04-15,1988-11-19,219,8145.374,413.995,392.381,26
1754,1999-08-04,1999-10-09,67,225.801,443.447,425.801,34
1754,1999-11-06,2000-07-21,259,3731.758,422.27,389.739,42
1754,2005-11-30,2006-01-22,54,470.972,397.297,390.204,46
1754,2006-04-02,2006-04-07,6,9.02,444.175,443.319,48
1754,2006-07-28,2006-08-12,16,51.989,460.026,456.75,52
1754,2008-01-22,2008-02-05,15,52.369,408.238,404.247,58
1754,2010-06-25,2010-08-19,56,965.999,449.329,436.566,66
1754,2018-01-17,2018-02-01,16,52.265,406.958,403.464,68
1754,2018-06-04,2018-06-11,8,10.867,469.675,468.812,70
1754,2018-06-15,2018-06-25,11,66.442,465.961,462.329,72
1755,1980-11-21,1981-02-01,73,779.064,86.864,81.557,4
1755,1981-11-16,1981-12-20,35,564.696,98.978,81.666,6
1755,1983-01-17,1983-01-22,6,67.335,79.272,71.675,12
1755,1983-01-28,1983-02-01,5,32.676,83.96,81.83,14
1755,1983-02-15,1983-04-07,52,872.496,87.719,70.979,18
1755,1983-11-20,1983-11-25,6,20.471,135.69,131.587,26
1755,1984-01-14,1984-01-24,11,74.932,83.683,81.612,28
1755,1984-01-28,1984-02-09,13,63.997,85.572,81.721,30
1755,1985-01-22,1985-01-30,9,60.024,83.826,82.65,32
1755,1985-03-01,1985-03-09,9,33.872,86.731,84.999,34
1755,1985-03-12,1985-03-17,6,20.472,90.746,88.73,36
1755,1985-03-19,1985-08-03,138,5728.868,190.357,97.146,38
1755,1985-12-24,1986-02-06,45,336.42,83.019,81.666,40
1755,1986-02-12,1986-02-16,5,28.415,84.812,83.633,42
1755,1986-03-05,1986-03-12,8,34.985,86.58,85.108,44
1755,1986-04-30,1986-05-27,28,946.603,215.904,203.852,48
1755,1986-09-13,1986-12-09,88,6399.581,132.576,66.361,50
1755,1986-12-18,1987-01-18,32,385.563,78.446,67.756,52
1755,1987-11-21,1987-12-09,19,146.772,112.381,100.041,58
1755,1989-11-29,1989-12-30,32,299.885,88.205,82.486,60
1755,1990-01-14,1990-01-18,5,20.459,86.403,84.453,62
1755,1990-11-21,1990-12-02,12,199.099,112.234,95.787,66
1755,1991-11-16,1991-12-02,17,239.492,121.051,95.078,72
1755,1992-01-20,1992-02-20,32,201.257,84.206,81.994,76
1755,1992-11-15,1992-12-21,37,532.254,99.396,82.486,80
1755,1993-01-17,1993-02-20,35,219.674,84.219,81.776,82
1755,1993-10-11,1993-12-03,54,2327.59,139.457,81.721,84
1755,1993-12-30,1994-01-06,8,42.503,85.182,83.305,88
1755,1994-01-18,1994-01-24,7,39.288,84.882,83.524,90
1755,1995-01-29,1995-02-14,17,115.847,83.68,82.213,94
1755,1995-02-27,1995-03-06,8,47.109,84.606,83.579,96
1755,1995-11-29,1996-01-15,48,368.207,87.545,82.158,98
1755,1996-02-04,1996-02-19,16,89.259,84.916,83.251,102
1755,1997-11-15,1998-01-06,53,693.476,94.936,82.322,112
1755,1998-01-27,1998-02-07,12,55.271,85.889,82.158,114
1755,1998-02-12,1998-02-18,7,33.379,85.727,83.469,116
1755,1998-02-21,1998-03-08,16,97.973,84.372,82.267,118
1755,1998-03-14,1998-03-19,6,31.768,91.403,88.275,120
1755,1998-11-15,1998-12-09,25,545.542,105.827,84.453,124
1755,1998-12-17,1999-01-02,17,68.446,86.469,84.89,128
1755,2000-11-20,2000-12-01,12,167.101,114.901,109.421,132
1755,2001-04-30,2001-07-04,66,952.837,248.274,213.87,134
1755,2001-11-08,2001-11-28,21,286.666,136.397,117.144,136
1755,2004-11-14,2004-11-29,16,273.804,121.146,102.865,144
1755,2005-11-27,2005-12-09,13,121.953,103.313,92.198,148
1755,2007-04-02,2007-10-07,189,3457.535,235.931,133.858,154
1755,2008-12-03,2008-12-08,6,11.853,103.182,102.865,160
1755,2012-04-22,2012-07-13,83,601.231,251.535,197.521,166
1755,2013-11-28,2013-12-05,8,66.899,107.001,100.041,174
1755,2014-11-21,2014-12-05,15,186.022,111.691,99.243,178
1755,2015-11-23,2015-11-30,8,71.004,119.217,109.676,182
1755,2016-11-14,2016-12-08,25,290.32,116.036,99.857,186
1755,2017-11-15,2017-12-09,25,308.358,115.314,100.041,190
1755,2019-11-16,2019-11-25,10,98.749,134.821,122.453,192
1756,1980-10-19,1981-02-16,121,17421.287,2509.177,2372.44,2
1756,1983-11-05,1983-11-26,22,872.024,2583.98,2559.358,6
1756,2007-02-08,2007-03-01,22,1338.491,2643.476,2624.437,8
1756,2007-03-18,2007-04-15,29,1439.004,2666.35,2625.905,10
1756,2007-04-23,2007-07-27,96,4420.027,2629.942,2605.843,12
1756,2007-08-24,2007-12-08,107,4676.45,2570.549,2538.563,14
1756,2008-01-08,2008-01-12,5,74.427,2658.885,2653.307,18
1756,2008-01-17,2008-02-01,16,859.006,2632.297,2614.651,20
1756,2008-02-18,2008-03-02,14,221.546,2692.033,2682.91,22
1756,2008-05-08,2008-05-28,21,316.922,2680.848,2667.497,24
1756,2008-06-18,2008-07-13,26,460.14,2639.22,2629.086,28
1756,2008-09-22,2008-12-10,80,3421.169,2575.056,2555.689,30
1756,2009-01-21,2009-01-27,7,323.788,2639.326,2622.969,32
1756,2009-02-07,2009-02-18,12,553.48,2654.326,2624.437,34
1756,2009-02-25,2009-03-14,18,1151.83,2647.87,2598.259,36
1756,2009-04-19,2009-05-03,15,478.863,2678.05,2655.264,44
1756,2009-05-27,2009-06-04,9,296.109,2653.524,2641.808,46
1756,2010-01-12,2010-01-16,5,26.743,2671.02,2668.965,48
1756,2010-03-06,2010-04-24,50,2594.044,2662.956,2643.521,50
1756,2010-10-12,2010-11-07,27,464.739,2593.71,2573.793,54
1756,2011-01-16,2011-01-24,9,91.195,2672.2,2661.87,56
1756,2011-02-08,2011-02-24,17,460.251,2675.729,2642.053,58
1761,1981-01-22,1981-02-20,30,1524.336,1486.879,1438.838,6
1761,1981-03-17,1981-03-31,15,311.789,1707.415,1680.422,10
1761,1981-05-04,1981-06-06,34,993.161,1781.908,1762.034,14
1761,1981-06-15,1981-07-04,20,669.783,1714.233,1679.272,16
1761,1985-03-12,1985-03-16,5,65.506,1683.87,1676.973,24
1761,1985-03-18,1985-04-28,42,1055.006,1742.387,1670.65,26
1761,1985-05-07,1985-05-22,16,438.347,1789.163,1762.034,32
1761,1986-03-11,1986-03-15,5,191.755,1653.134,1631.277,38
1761,1986-05-07,1986-08-08,94,4180.204,1689.347,1557.811,40
1761,1987-06-21,1987-06-25,5,78.852,1739.157,1730.195,44
1761,1997-02-10,1997-02-14,5,214.756,1523.741,1502.252,60
1761,1998-06-09,1998-06-17,9,113.033,1768.291,1749.062,62
1761,1999-02-22,1999-03-17,24,1965.79,1576.13,1544.387,66
1761,1999-07-07,1999-07-13,7,66.343,1685.923,1673.524,70
1761,1999-07-20,1999-09-05,48,1804.939,1515.98,1417.569,72
1761,2001-10-16,2002-03-31,167,13572.116,1441.166,1346.432,74
1761,2002-04-09,2002-05-02,24,234.156,1788.345,1772.646,78
1761,2002-07-17,2002-09-02,48,1909.805,1526.681,1435.871,82
1761,2002-09-13,2002-10-11,29,1059.84,1417.193,1359.339,84
1761,2006-05-31,2006-06-15,16,233.331,1776.227,1762.623,86
1761,2007-10-17,2007-10-25,9,146.816,1437.427,1424.494,92
1761,2012-11-26,2013-01-13,49,1575.26,1421.591,1382.851,100
1761,2015-05-12,2015-05-20,9,75.039,1808.636,1804.665,102
1761,2016-04-13,2016-04-30,18,557.395,1770.441,1750.831,104
1762,1980-06-26,1981-06-05,345,31560.736,1257.719,1106.609,4
1762,1982-06-16,1982-07-01,16,232.654,1550.935,1523.015,8
1762,1982-07-05,1982-08-16,43,1284.655,1450.827,1376.49,10
1762,1982-11-18,1982-11-22,5,29.541,1172.5,1169.584,12
1762,1983-02-26,1983-04-25,59,3891.29,1387.716,1341.749,14
1762,1983-07-26,1983-12-01,129,7580.264,1217.984,1107.441,18
1762,1984-07-03,1984-07-07,5,43.902,1534.367,1529.181,24
1762,1984-07-09,1984-07-14,6,60.068,1515.733,1507.064,26
1762,1984-07-16,1984-07-21,6,74.202,1493.489,1484.139,28
1762,1984-07-23,1984-07-28,6,82.803,1469.974,1463.637,30
1762,1984-07-31,1984-08-04,5,34.786,1452.862,1448.346,32
1762,1984-09-05,1984-09-15,11,173.324,1291.741,1276.548,42
1762,1984-09-18,1984-09-22,5,49.685,1261.218,1255.165,44
1762,1985-04-30,1985-08-19,112,4840.528,1489.928,1374.313,48
1762,1985-08-21,1985-08-26,6,35.098,1374.472,1371.23,50
1762,1986-01-29,1986-02-10,13,164.83,1250.019,1237.818,56
1762,1986-02-12,1986-02-16,5,111.011,1280.844,1276.841,58
1762,1986-04-16,1986-09-23,161,9861.479,1427.124,1251.323,60
1762,1987-07-19,1987-09-16,60,2400.449,1360.162,1275.055,64
1762,1987-12-03,1987-12-24,22,235.313,1167.712,1159.063,70
1762,1988-03-25,1988-09-29,189,14863.386,1400.687,1237.231,72
1762,1991-06-28,1991-07-08,11,106.17,1538.829,1525.609,74
1762,1991-07-11,1991-09-09,61,1242.33,1407.067,1305.319,76
1762,1991-09-12,1991-09-16,5,40.578,1289.466,1281.93,78
1762,1993-07-24,1993-09-02,41,838.144,1397.752,1328.023,86
1762,1993-09-04,1993-09-16,13,154.647,1298.271,1286.114,88
1762,1995-04-09,1995-05-15,37,1667.472,1500.442,1469.704,94
1762,1995-08-16,1995-09-02,18,228.332,1362.929,1331.082,98
1762,1995-09-04,1995-09-10,7,87.897,1308.398,1296.291,100
1762,1995-09-12,1995-09-16,5,37.936,1289.994,1286.701,102
1762,1999-11-27,1999-12-12,16,31.83,1176.419,1175.284,118
1762,1999-12-25,2000-04-04,102,6056.298,1247.756,1169.314,120
